42.408	191	189
30.392	204	215
30.137	219	215
30.317	221	215
33.333	216	217
30.088	226	217
31.000	200	211
33.171	205	209
30.693	202	209
31.818	198	209
30.583	206	209
34.661	251	208
32.547	212	208
31.579	247	208
32.189	233	208
32.569	218	208
32.870	216	208
31.532	222	208
32.420	219	208
31.628	215	208
31.019	216	208
30.189	212	208
30.093	216	208
33.500	200	207
45.128	195	198
38.308	201	198
31.628	215	213
33.480	227	213
31.925	213	213
31.163	215	213
31.100	209	213
35.349	215	208
35.321	218	208
31.579	247	208
31.401	207	208
35.616	219	208
31.122	196	208
30.120	249	208
32.701	211	208
30.189	212	208
67.606	213	214
30.493	223	214
31.356	236	214
64.384	219	216
30.973	226	216
30.263	228	216
36.598	194	193
34.483	203	193
34.123	211	221
31.731	208	221
30.986	213	221
30.233	215	221
30.583	206	221
35.437	206	221
31.532	222	221
37.755	196	195
38.785	214	214
31.481	216	214
32.093	215	214
36.986	219	217
39.908	218	217
36.481	233	217
35.981	214	217
40.444	225	217
37.850	214	217
31.878	229	217
30.516	213	217
38.249	217	217
36.697	218	217
54.067	209	211
34.450	209	211
31.364	220	211
46.119	219	215
34.234	222	215
31.390	223	215
31.579	228	215
38.839	224	215
37.946	224	215
39.535	215	215
35.000	220	215
36.323	223	215
32.432	222	215
31.507	219	215
31.111	225	215
68.182	220	222
48.624	218	222
38.914	221	222
39.189	222	222
42.466	219	222
36.771	223	222
35.443	237	222
46.575	219	222
39.111	225	222
31.081	222	222
54.455	202	201
30.374	214	201
32.110	218	201
54.762	252	253
44.444	261	253
43.028	251	253
63.964	222	219
41.284	218	219
40.724	221	219
37.615	218	219
40.826	218	219
32.569	218	219
33.491	212	219
30.275	218	219
36.530	219	219
32.719	217	219
37.113	194	207
30.102	196	207
31.604	212	208
30.769	208	208
33.014	209	208
30.093	216	208
33.929	224	208
30.942	223	208
30.455	220	208
30.734	218	208
30.734	218	208
31.220	205	212
33.163	196	212
32.292	192	212
48.756	201	196
