30.435	184	189
33.838	198	215
32.127	221	215
30.288	208	215
30.698	215	215
32.432	222	215
33.500	200	215
30.415	217	215
30.455	220	215
30.698	215	215
30.317	221	215
31.222	221	215
34.247	219	217
33.632	223	217
30.088	226	217
30.942	223	217
30.088	226	217
30.172	232	217
43.299	194	211
34.259	216	211
35.052	194	211
32.710	214	211
30.653	199	211
32.877	219	209
33.186	226	209
32.093	215	209
31.122	196	209
32.673	202	209
32.843	204	209
30.396	227	209
31.373	204	209
31.718	227	209
31.000	200	209
36.620	213	208
33.198	247	208
31.731	208	208
33.990	203	208
31.222	221	208
31.579	209	208
30.317	221	208
30.045	223	208
32.407	216	208
31.776	214	208
30.594	219	208
31.364	220	208
30.732	205	208
45.588	204	207
33.333	201	207
49.048	210	213
43.602	211	213
44.500	200	213
42.991	214	213
33.163	196	213
32.110	218	213
30.631	222	213
30.137	219	213
30.093	216	213
30.493	223	213
30.317	221	213
30.769	221	213
30.909	220	208
33.466	251	208
32.719	217	208
33.810	210	208
31.982	222	208
30.275	218	208
31.429	210	208
33.180	217	208
57.991	219	214
31.416	226	214
30.837	227	214
31.602	231	214
30.244	205	214
31.532	222	214
31.064	235	214
46.445	211	216
36.530	219	216
32.589	224	216
33.333	222	216
31.140	228	216
30.556	216	216
32.127	221	216
34.703	219	216
32.110	218	216
33.184	223	216
31.132	212	216
32.828	198	216
31.250	224	216
30.374	214	216
31.863	204	216
30.049	203	216
30.667	225	216
32.569	218	216
40.385	208	221
38.164	207	221
39.713	209	221
36.364	209	221
37.019	208	221
35.749	207	221
34.842	221	221
35.922	206	221
37.019	208	221
30.952	210	221
34.615	208	221
33.493	209	221
44.388	196	195
36.318	201	214
32.258	217	214
32.057	209	214
32.727	220	214
30.180	222	214
31.081	222	214
31.628	215	214
32.444	225	214
30.952	210	214
31.220	205	214
30.374	214	214
33.180	217	214
30.102	196	214
30.594	219	214
30.233	215	214
30.876	217	214
41.818	220	217
42.009	219	217
42.793	222	217
40.187	214	217
40.639	219	217
34.842	221	217
37.727	220	217
35.455	220	217
37.727	220	217
35.000	220	217
38.117	223	217
38.739	222	217
33.333	213	217
31.651	218	217
30.556	216	217
31.556	225	217
30.047	213	217
33.990	203	211
34.562	217	211
32.143	196	211
32.870	216	211
31.532	222	211
32.710	214	211
30.493	223	211
33.036	224	211
33.632	223	211
33.649	211	211
33.493	209	211
33.945	218	211
30.876	217	211
31.863	204	211
30.208	192	211
42.986	221	215
40.271	221	215
41.364	220	215
42.534	221	215
43.056	216	215
40.090	222	215
39.910	223	215
37.387	222	215
38.914	221	215
33.636	220	215
34.091	220	215
34.123	211	215
36.123	227	215
36.652	221	215
30.909	220	215
31.390	223	215
31.278	227	215
30.631	222	215
31.068	206	215
30.180	222	215
30.137	219	215
30.198	202	215
30.303	231	215
30.516	213	215
30.049	203	215
52.727	220	222
46.396	222	222
46.154	221	222
41.892	222	222
42.056	214	222
45.327	214	222
41.518	224	222
39.640	222	222
36.364	220	222
41.315	213	222
38.679	212	222
33.937	221	222
37.333	225	222
30.702	228	222
41.294	201	201
34.259	216	201
34.951	206	201
30.688	189	201
30.233	215	201
64.542	251	253
47.082	257	253
40.084	237	253
42.661	218	219
39.819	221	219
38.739	222	219
38.914	221	219
37.557	221	219
39.623	212	219
35.909	220	219
36.481	233	219
34.842	221	219
33.790	219	219
32.110	218	219
32.243	214	219
35.135	222	219
31.019	216	219
31.982	222	219
39.378	193	207
35.545	211	207
33.500	200	207
34.742	213	207
30.732	205	207
31.401	207	207
30.476	210	207
33.005	203	207
30.435	207	207
32.653	196	207
41.706	211	208
37.963	216	208
34.634	205	208
33.803	213	208
34.783	207	208
34.272	213	208
33.921	227	208
31.280	211	208
32.877	219	208
31.925	213	208
32.039	206	208
31.553	206	208
32.000	200	208
32.719	217	208
47.664	214	212
32.701	211	212
33.649	211	212
30.198	202	212
31.156	199	212
31.081	222	212
32.195	205	212
30.622	209	212
42.347	196	196
30.978	184	196
